station,model,change_5yr_flood,change_10yr_flood,change_20yr_flood,precip_rmse,method,distribution
01108000,HBV Recalib,-3.361172875063362,-3.999937545584692,-4.676772622814702,8.48214754971391,mle,gev
01108000,Full-Hymod,-3.996303321814486,-4.541688038146426,-5.132980795793991,8.48214754971391,mle,gev
01108000,Hymod,13.544845129304264,14.601455984074722,15.780067250593856,8.48214754971391,mle,gev
01108000,LSTM,,,,8.48214754971391,mle,gev
01108000,FULL-HYMOD-LSTM,,,,8.48214754971391,mle,gev
01108000,HYMOD-LSTM,,,,8.48214754971391,mle,gev
01108000,HBV Recalib,1.5925533470798285,1.9818174455992903,2.394109363589344,6.780988190932556,mle,gev
01108000,Full-Hymod,-4.184658835296424,-4.0854172144713585,-3.9041047808604548,6.780988190932556,mle,gev
01108000,Hymod,11.657994509457776,12.571453695466612,13.626602089778828,6.780988190932556,mle,gev
01108000,LSTM,-2.2624030446967778,-1.1059550066079193,0.1955754469878208,6.780988190932556,mle,gev
01108000,FULL-HYMOD-LSTM,2.050287972346794,0.7957994336075522,-0.6279060367910461,6.780988190932556,mle,gev
01108000,HYMOD-LSTM,9.274369854361993,11.01681291785366,12.956664346859995,6.780988190932556,mle,gev
01108000,HBV Recalib,6.345104544159735,10.804365988943886,15.938626134951313,6.780988190932556,mle,gev
01108000,Full-Hymod,-3.587562930271516,-3.605500392258965,-3.5659983223214287,6.780988190932556,mle,gev
01108000,Hymod,11.684898165525095,12.612832862763469,13.685298232307034,6.780988190932556,mle,gev
01108000,LSTM,-2.2624030446967778,-1.1059550066079193,0.1955754469878208,6.780988190932556,mle,gev
01108000,FULL-HYMOD-LSTM,2.8431163482993735,1.983318262626474,1.0007155875749376,6.780988190932556,mle,gev
01108000,HYMOD-LSTM,9.278217793743732,11.025596031240852,12.969504772479997,6.780988190932556,mle,gev
01108000,HBV Recalib,-9.405536844763779,-10.415346147879378,-11.478767290051573,7.125826292923024,mle,gev
01108000,Full-Hymod,-12.945977636199768,-13.468779893621818,-13.974172860085446,7.125826292923024,mle,gev
01108000,Hymod,7.211818313494488,7.356979235558359,7.586857045060189,7.125826292923024,mle,gev
01108000,LSTM,-9.242040962731265,-9.372385446821047,-9.388290331060812,7.125826292923024,mle,gev
01108000,FULL-HYMOD-LSTM,-2.509036277374701,-3.5646474943333137,-4.63215938236947,7.125826292923024,mle,gev
01108000,HYMOD-LSTM,3.401299693448932,3.9847920939823283,4.715821273599881,7.125826292923024,mle,gev
01108000,HBV Recalib,-3.932661441136858,-5.25650377246213,-6.634109603788289,8.48214754971391,mle,gev
01108000,Full-Hymod,-6.204702226134042,-7.29680830977113,-8.442200556775234,8.48214754971391,mle,gev
01108000,Hymod,10.927183542214213,10.891253020222464,10.885147374253542,8.48214754971391,mle,gev
01108000,LSTM,,,,8.48214754971391,mle,gev
01108000,FULL-HYMOD-LSTM,,,,8.48214754971391,mle,gev
01108000,HYMOD-LSTM,,,,8.48214754971391,mle,gev
01108000,HBV Recalib,-2.026157008982783,-2.0736122656452505,-2.137127512541783,8.48214754971391,mle,gev
01108000,Full-Hymod,-8.956667537744298,-10.15129772580674,-11.387818003103401,8.48214754971391,mle,gev
01108000,Hymod,10.223824129285301,9.916627224275224,9.623759190910022,8.48214754971391,mle,gev
01108000,LSTM,,,,8.48214754971391,mle,gev
01108000,FULL-HYMOD-LSTM,,,,8.48214754971391,mle,gev
01108000,HYMOD-LSTM,,,,8.48214754971391,mle,gev
01108000,HBV Recalib,-0.23891591418531544,0.4142796283618022,1.1657949540938404,6.780988190932556,mle,gev
01108000,Full-Hymod,-4.849051110891505,-4.310047219548678,-3.635421127100811,6.780988190932556,mle,gev
01108000,Hymod,12.010326016103235,13.096411555876863,14.344478511849946,6.780988190932556,mle,gev
01108000,LSTM,-2.2624030446967778,-1.1059550066079193,0.1955754469878208,6.780988190932556,mle,gev
01108000,FULL-HYMOD-LSTM,3.762810090074165,3.112311181026918,2.3246202086629992,6.780988190932556,mle,gev
01108000,HYMOD-LSTM,9.627496560877635,11.478700782438423,13.533797147252503,6.780988190932556,mle,gev
01108000,HBV Recalib,10.990634622314467,12.914620624150903,14.942974188786252,6.915902581931273,mle,gev
01108000,Full-Hymod,-1.3468797143586597,-2.619554885863929,-3.9471329279978065,6.915902581931273,mle,gev
01108000,Hymod,8.865122376421844,9.145688205911366,9.580053384011713,6.915902581931273,mle,gev
01108000,LSTM,-3.1698556147927697,-4.830206827924228,-6.646201578534597,6.915902581931273,mle,gev
01108000,FULL-HYMOD-LSTM,-2.7547015248019964,-6.147722824499057,-9.725897781471073,6.915902581931273,mle,gev
01108000,HYMOD-LSTM,5.46973458199095,4.62282629303553,3.6954683825210566,6.915902581931273,mle,gev
01108000,HBV Recalib,-7.223459648717194,-8.186366567368738,-9.222235386450985,7.125826292923024,mle,gev
01108000,Full-Hymod,-36.93969273629274,-44.03145098144533,-50.996797618319675,7.125826292923024,mle,gev
01108000,Hymod,7.557788903199716,7.845675667720538,8.226575670467874,7.125826292923024,mle,gev
01108000,LSTM,-9.242040962731265,-9.372385446821047,-9.388290331060812,7.125826292923024,mle,gev
01108000,FULL-HYMOD-LSTM,4.682751608633858,5.986046865491346,7.441271999048531,7.125826292923024,mle,gev
01108000,HYMOD-LSTM,3.987173417433816,4.702462067216098,5.573956478639207,7.125826292923024,mle,gev
01108000,HBV Recalib,-1.0568837988742965,-1.051233751873692,-1.0616459703558458,5.650354395291441,mle,gev
01108000,Full-Hymod,-1.2861403984758777,-1.7118085290242213,-2.165904303548725,5.650354395291441,mle,gev
01108000,Hymod,18.581965471074454,22.789611176040726,27.60998621933028,5.650354395291441,mle,gev
01108000,LSTM,-0.762020322110792,0.03220866246488363,0.9236910836416072,5.650354395291441,mle,gev
01108000,FULL-HYMOD-LSTM,0.99350213182273,0.2788637733466146,-0.4067808613229964,5.650354395291441,mle,gev
01108000,HYMOD-LSTM,16.847422961971382,21.503787044810608,26.791399404420027,5.650354395291441,mle,gev
01108000,HBV Recalib,-0.6745526433902835,-1.7642180927659545,-2.9298910307735584,4.258185345060859,mle,gev
01108000,Full-Hymod,-0.1707332896032785,-0.8378672729351209,-1.5723505801310242,4.258185345060859,mle,gev
01108000,Hymod,19.379691555447806,23.230575961437104,27.618569214550277,4.258185345060859,mle,gev
01108000,LSTM,-0.7590782468711321,-0.6659931554014715,-0.5553996994802777,4.258185345060859,mle,gev
01108000,FULL-HYMOD-LSTM,10.622041513562909,12.563192130938589,14.773273934374295,4.258185345060859,mle,gev
01108000,HYMOD-LSTM,13.17385506353234,15.981502354324718,19.15573800859091,4.258185345060859,mle,gev
