station,model,change_5yr_flood,change_10yr_flood,change_20yr_flood,precip_rmse,method,distribution
01108000,HBV Recalib,-37.42801449874484,-36.424707106732576,-35.924413089952594,5.115133578738987,mle,gum
01108000,Full-Hymod,-8.418301462654918,-11.43445578603596,-12.938445464260345,5.115133578738987,mle,gum
01108000,Hymod,0.362731220441858,-6.124418861407368,-9.359202535624886,5.115133578738987,mle,gum
01108000,LSTM,-68.83152895656949,-64.77527245469297,-62.752641230633465,5.115133578738987,mle,gum
01108000,FULL-HYMOD-LSTM,-36.06650618210573,-36.11939346910392,-36.14576543990734,5.115133578738987,mle,gum
01108000,HYMOD-LSTM,-43.99084255056962,-44.48299470407526,-44.72840381767747,5.115133578738987,mle,gum
01108000,HBV Recalib,-4.571745958009648,-7.377437830436165,-8.776481501277651,7.33533630387206,mle,gum
01108000,Full-Hymod,14.733308072654086,7.606155312664957,4.0522376291242175,7.33533630387206,mle,gum
01108000,Hymod,83.03898930312327,71.04507207320675,65.06436757959486,7.33533630387206,mle,gum
01108000,LSTM,-30.666825322220838,-32.765988078899774,-33.812724678046685,7.33533630387206,mle,gum
01108000,FULL-HYMOD-LSTM,-21.50797525124572,-22.933044813434943,-23.643648344451158,7.33533630387206,mle,gum
01108000,HYMOD-LSTM,25.438323726567198,20.984605244323593,18.7637816693869,7.33533630387206,mle,gum
01108000,HBV Recalib,69.65702231930292,59.43203638510042,54.33340028885749,7.09058452310775,mle,gum
01108000,Full-Hymod,13.621491354975962,5.454935013476817,1.3827241358569564,7.09058452310775,mle,gum
01108000,Hymod,73.19726209207425,57.372679369452975,49.48183343609543,7.09058452310775,mle,gum
01108000,LSTM,-29.51594624818995,-33.03085412939609,-34.78354467717856,7.09058452310775,mle,gum
01108000,FULL-HYMOD-LSTM,-33.72238935713204,-35.72346227294376,-36.721286882720854,7.09058452310775,mle,gum
01108000,HYMOD-LSTM,44.57221817334637,32.05397274109612,25.811814714354835,7.09058452310775,mle,gum
01108000,HBV Recalib,18.1391185781095,11.842793833141114,8.703164221428935,6.105341352890715,mle,gum
01108000,Full-Hymod,38.134553850749,26.684947106422214,20.975660207636583,6.105341352890715,mle,gum
01108000,Hymod,60.48729659500446,45.09550408582433,37.420466743163296,6.105341352890715,mle,gum
01108000,LSTM,-8.376263500165308,-12.715217631365444,-14.878814559091257,6.105341352890715,mle,gum
01108000,FULL-HYMOD-LSTM,-3.2307523011995456,-4.742915942585327,-5.496948483559913,6.105341352890715,mle,gum
01108000,HYMOD-LSTM,41.946793498028306,32.91610789033489,28.413003445057388,6.105341352890715,mle,gum
01108000,HBV Recalib,18.40147520443505,15.054308701231141,13.385261519827695,7.185634068325464,mle,gum
01108000,Full-Hymod,57.15653733837405,48.26508074880061,43.83140212982731,7.185634068325464,mle,gum
01108000,Hymod,107.46430696762515,93.73545455347579,86.88963364680548,7.185634068325464,mle,gum
01108000,LSTM,-20.900542892987094,-25.452939837745664,-27.722968915177574,7.185634068325464,mle,gum
01108000,FULL-HYMOD-LSTM,5.572124223259266,1.7400810730718943,-0.17074732841777446,7.185634068325464,mle,gum
01108000,HYMOD-LSTM,61.19270141159796,55.922689698073235,53.29482574568186,7.185634068325464,mle,gum
01108000,HBV Recalib,-17.279471979005802,-16.49736977496913,-16.107378575556947,5.099425500498553,mle,gum
01108000,Full-Hymod,35.81402616350135,30.29279858151431,27.5396671418976,5.099425500498553,mle,gum
01108000,Hymod,70.43730029868122,62.98560648213854,59.269858087405936,5.099425500498553,mle,gum
01108000,LSTM,-50.29520897802785,-49.31738931456185,-48.829804621160235,5.099425500498553,mle,gum
01108000,FULL-HYMOD-LSTM,3.7356246058646487,0.6713849750933948,-0.8565821917589653,5.099425500498553,mle,gum
01108000,HYMOD-LSTM,22.172083755846412,17.968782784410866,15.872828599804349,5.099425500498553,mle,gum
01108000,HBV Recalib,-5.38272547090404,-9.362438204554925,-11.34690127639125,5.139083368873839,mle,gum
01108000,Full-Hymod,16.169915970594793,7.298392528890885,2.874653470508996,5.139083368873839,mle,gum
01108000,Hymod,52.15035124757521,42.48965839626111,37.67240411313644,5.139083368873839,mle,gum
01108000,LSTM,-31.209994131455133,-34.78986178042515,-36.57494417880354,5.139083368873839,mle,gum
01108000,FULL-HYMOD-LSTM,-35.42401606400726,-37.20883364954298,-38.09882366276951,5.139083368873839,mle,gum
01108000,HYMOD-LSTM,-3.81358926567917,-6.304016884791909,-7.5458556741652165,5.139083368873839,mle,gum
01108000,HBV Recalib,8.028969945348255,7.489271747943987,7.220154046651192,4.297688842479287,mle,gum
01108000,Full-Hymod,4.222639338249888,2.311244974702957,1.3581381089480709,4.297688842479287,mle,gum
01108000,Hymod,73.92318507973413,66.04288050503628,62.11340758326476,4.297688842479287,mle,gum
01108000,LSTM,-46.54165226413284,-44.18609380837043,-43.011506826379026,4.297688842479287,mle,gum
01108000,FULL-HYMOD-LSTM,-32.50762623873344,-33.566271796519246,-34.09415990206659,4.297688842479287,mle,gum
01108000,HYMOD-LSTM,-0.5478905778430678,-3.749965826715841,-5.346664008194863,4.297688842479287,mle,gum
01108000,HBV Recalib,33.91651246386828,31.016824579809242,29.57091028626988,4.673461547991804,mle,gum
01108000,Full-Hymod,68.55969266568027,57.88025553674257,52.55500971405418,4.673461547991804,mle,gum
01108000,Hymod,84.08554544432081,70.35087960640081,63.502159866179966,4.673461547991804,mle,gum
